neuroNamesID,cNIDType,cNID,cTypeId,cType,brainStructureType,standardName,standardAcronym,brainInfoURL,cDefinition,synonyms,parents
1485,a,598,6,ancillary concepts,Not Defined,Lobulus simplex (Crosby),NA,http://braininfo.org/centraldirectory.aspx?ID=1485,refers to a composite substructure of the posterior lobe of the cerebellum that includes the simple lobule and the declive  ( Crosby-1962 ).,,
1486,a,599,6,ancillary concepts,Not Defined,postnodular fissure,NA,http://braininfo.org/centraldirectory.aspx?ID=1486,refers to a medial extension of the posterolateral fissure of the cerebellum  ( Crosby-1962 ).,,
1487,a,600,6,ancillary concepts,Not Defined,Lobulus medianus,NA,http://braininfo.org/centraldirectory.aspx?ID=1487,refers to a composite substructure of the cerebellum that has been defined variously by different authors as including either the folium and the tuber of the vermis of the posterior lobe or those components plus the pyramis  ( Crosby-1962 ).,,
1488,a,601,6,ancillary concepts,Not Defined,ventral pontine gray,NA,http://braininfo.org/centraldirectory.aspx?ID=1488,"refers to a composite substructure of the pons that includes the pontine nuclei of the basal pons and the reticulotegmental nucleus of the pontine tegmentum. Its components are found in the human ( Carpenter-1983 ), the macaque ( Martin-2000 ), the rat ( Swanson-2004 ) and the mouse ( Hof-2000 ). Functionally it belongs to the postcerebellar and precerebellar nuclei of the behavior control column ( Swanson-2004 ).",,
1489,a,602,6,ancillary concepts,Not Defined,medial tegmental process,NA,http://braininfo.org/centraldirectory.aspx?ID=1489,refers to one of three components of the reticulotegmental nucleus in the ventral pontine tegmentum where it meets the basal pons. It is found in the human  ( Crosby-1962 ).The other components are the lateral tegmental process and the supralemniscal process. Functionally the reticulotegmental nucleus belongs to the postcerebellar and precerebellar nuclei of the behavior control column ( Swanson-2004 ). ,,
1490,a,603,6,ancillary concepts,Not Defined,lateral tegmental process,NA,http://braininfo.org/centraldirectory.aspx?ID=1490,refers to one of three components of the reticulotegmental nucleus in the ventral pontine tegmentum where it meets the basal pons. It is found in the human  ( Crosby-1962 ).The other components are the medial tegmental process and the supralemniscal process. Functionally the reticulotegmental nucleus belongs to the postcerebellar and precerebellar nuclei of the behavior control column ( Swanson-2004 ). ,,
1491,a,604,6,ancillary concepts,Not Defined,parahypoglossal gray,NA,http://braininfo.org/centraldirectory.aspx?ID=1491,"refers to a composite substructure of the medulla and the pons. It includes the nucleus of the medial eminence of the pontine reticular formation and the sublingual nucleus, the dorsal paramedian reticular nucleus, the nucleus prepositus and the nucleus intercalatus of the medulla  ( Crosby-1962 ).",,
1492,a,605,6,ancillary concepts,Not Defined,Paraphysis,NA,http://braininfo.org/centraldirectory.aspx?ID=1492,refers to a substructure of the endbrain that is well-developed in amphibians and some reptiles. It variably appears and disappears in the human embryo. It is not seen in the postnatal primate brain  ( Crosby-1962 ).,,
1493,a,606,6,ancillary concepts,Not Defined,motor nucleus of the tegmentum,NA,http://braininfo.org/centraldirectory.aspx?ID=1493,refers to a group of nerve cells in the pontine tegmentum  ( Crosby-1962 ).,,
1494,a,607,6,ancillary concepts,Not Defined,parabducens nucleus,NA,http://braininfo.org/centraldirectory.aspx?ID=1494,refers to a group of nerve cells in the pontine tegmentum  ( Crosby-1962 ).,,
1495,a,608,6,ancillary concepts,Not Defined,minimus nucleus,NA,http://braininfo.org/centraldirectory.aspx?ID=1495,"refers to ""clusters of extremely small cells found along fiber bundles in the red nucleus"" of  the midbrain tegmentum  ( Crosby-1962 ).",,
1496,a,613,6,ancillary concepts,Not Defined,subcallosal gyrus (Crosby),NA,http://braininfo.org/centraldirectory.aspx?ID=1496,"refers to a substructure of the paraterminal gyrus, namely, the portion located adjacent to the rostrum of the corpus callosum.  In this nomenclature the remainder of the paraterminal gyrus, i.e., the portion adjacent to the lamina terminalis, is called the posterior parolfactory gyrus  ( Crosby-1962 ).",,
1497,a,615,6,ancillary concepts,Not Defined,precommissural septum,NA,http://braininfo.org/centraldirectory.aspx?ID=1497,"refers to a composite substructure of the endbrain that includes the septal nuclei, the septofimbrial nucleus, the subcallosal gyrus and the paraterminal gyrus, except for that portion of the paraterminal gyrus adjacent to the rostrum of the corpus callosum  ( Crosby-1962 ).",,
1498,a,617,6,ancillary concepts,Not Defined,retrofacial nucleus,NA,http://braininfo.org/centraldirectory.aspx?ID=1498,refers to a group of neurons at the junction of the medulla and the pontine tegmentum immediately caudal to the facial nucleus  ( Crosby-1962 ).,,
1499,a,618,6,ancillary concepts,Not Defined,septohippocampal nucleus,NA,http://braininfo.org/centraldirectory.aspx?ID=1499,"refers, in the human, to the most caudal of scattered clusters of neurons in the septum pellucidum on the underside of the corpus callosum; they extend from the level of the medial septal nucleus to the CA fields  ( Crosby-1962 ). In the rat the septohippocampal nucleus is associated with the lateral septal nucleus throughout its rostro-caudal course toward the CA fields  ( Swanson-1998 ).",,
1500,a,619,6,ancillary concepts,Not Defined,posteromedian lobule,NA,http://braininfo.org/centraldirectory.aspx?ID=1500,refers to a composite substructure of the vermis of the cerebellum. It includes the pyramis and the uvula  ( Anthoney-1994 ).,,
1501,a,620,6,ancillary concepts,Not Defined,Nucleus tangentialis (Winkler),NA,http://braininfo.org/centraldirectory.aspx?ID=1501,refers to scattered neurons along the lateral border of the lateral vestibular nucleus and the rostral portion of the descending vestibular nucleus  ( Crosby-1962 ).,,
1502,a,624,6,ancillary concepts,Not Defined,accessory trochlear nucleus,NA,http://braininfo.org/centraldirectory.aspx?ID=1502,refers to a small cluster of neurons caudal to the trochlear nucleus in the midbrain tegmentum  ( Crosby-1962 ).,,
1503,a,625,6,ancillary concepts,Not Defined,nucleus of the mammillary peduncle,NA,http://braininfo.org/centraldirectory.aspx?ID=1503,refers to a substructure of the ventral tegmental area in nonprimates. Its existence in humans is disputed  ( Crosby-1962 ).,,
1504,a,626,6,ancillary concepts,Not Defined,interstitial nucleus of the mammillary peduncle,NA,http://braininfo.org/centraldirectory.aspx?ID=1504,refers to a group of nerve cells in the posterior hypothalamic region of the hypothalamus  ( Crosby-1962 ).,,
1505,a,627,6,ancillary concepts,Not Defined,frontal nucleus of the lateral lemniscus,NA,http://braininfo.org/centraldirectory.aspx?ID=1505,refers to a structure in the midbrain tegmentum  ( Crosby-1962 ).,,
1506,a,628,6,ancillary concepts,Not Defined,corticomedial nuclear group (Crosby),NA,http://braininfo.org/centraldirectory.aspx?ID=1506,refers to a composite substructure of the amygdala that includes all substructures of the corticomedial nuclear group and the central amygdalar nucleus  ( Crosby-1962 ).,,
1507,a,630,6,ancillary concepts,Not Defined,caudate-lenticular complex,NA,http://braininfo.org/centraldirectory.aspx?ID=1507,"refers to a composite substructure of basal ganglia (Crosby) that includes the striatum, the globus pallidus, the substantia innominata and associated fiber tracts  ( Crosby-1962 ).",,
1508,a,631,6,ancillary concepts,Not Defined,dorsal premammillary nucleus,NA,http://braininfo.org/centraldirectory.aspx?ID=1508,"refers to one of two premammillary nuclei in the macaque ( Bleier-1984 ), the rat ( Swanson-1998 ) and the  mouse  ( Hof-2000 ). The other is the ventral premammillary nucleus. Neither of the premammillary nuclei is discernable by Nissl stain in the human  ( Saper-2004 ).  Functionally it is part of the behavior control column of the subcortical motor system ( Swanson-2004 ).",,
1509,a,632,6,ancillary concepts,Not Defined,ventral premammillary nucleus,NA,http://braininfo.org/centraldirectory.aspx?ID=1509,"refers to one of two premammillary nuclei in the macaque ( Bleier-1984 ), the rat ( Swanson-1998 ) and the  mouse  ( Hof-2000 ). The other is the dorsal premammillary nucleus. Neither of the premammillary nuclei is discernable by Nissl stain in the human  ( Saper-2004 ).  Functionally it is part of the behavior control column of the subcortical motor system ( Swanson-2004 ).",,
1510,a,633,6,ancillary concepts,Not Defined,heterotypic cortex,NA,http://braininfo.org/centraldirectory.aspx?ID=1510,"refers to those areas of mature cerebral cortex that deviate markedly from the homogeneous six- layered internal structure seen in the third trimester of gestation. Heterotypic cortex is contrasted to homotypic cortex, which retains the fetal six-layered pattern into adulthood. Together they constitute the neocortex. 
A limited number of neocortical areas undergo modification to more than six layers. They include the primary visual  area ( primary visual cortex ), in which both the internal granular layer (IV) and the external pyramidal layer (III) divide into two or three sublayers, and the insula, if one considers the underlying claustrum to  have originated during development from the multiform layer (VI), enlarged, and become separated from the insula by fibers of the extreme capsule. 
Other heterotypic areas are characterized by a decrease in layers, for the most part due to the  merger or absence of the external granular layer and/or the internal granular layer. They include the motor cortex  ( area 4 of Brodmann (human), area 6 of Brodmann (human), area 8 of Brodmann (human) );  the anterior cingulate gyrus ( area 24 of Brodmann (human), area 25, area 33 of Brodmann); the retrosplenial area ( area 30 of Brodmann (human) ) and the perirhinal area ( area 35 of Brodmann );  the agranular insula, and their equivalents in other species. 
The the specific areas of heterotypic cortex differ somewhat by species ( Brodmann-1909 ). ",,
1511,a,635,6,ancillary concepts,Not Defined,limitrophic cortex,NA,http://braininfo.org/centraldirectory.aspx?ID=1511,"refers to those areas of cerebral cortex that are transitional between two cytoarchitecturally distinct types of cortex, such as homotypic cortex and heterotypic cortex  ( Crosby-1962 ).",,
1512,a,636,6,ancillary concepts,Not Defined,interlobar fissures,NA,http://braininfo.org/centraldirectory.aspx?ID=1512,refers to the fissures of the cerebral cortex that form the boundaries  between lobes  ( Crosby-1962 ).,,
1513,a,637,6,ancillary concepts,Not Defined,intralobar fissures,NA,http://braininfo.org/centraldirectory.aspx?ID=1513,refers to sulci in the cerebral cortex that are located entirely within lobes  ( Crosby-1962 ).,,
1514,a,642,6,ancillary concepts,Not Defined,Nucleus intercalatus (Malone),NA,http://braininfo.org/centraldirectory.aspx?ID=1514,is variously identified with the lateral mammillary nucleus (Saper-1990) and as the lateral part of the medial mammillary nucleus  ( Riley-1943 ).,,
1515,a,643,6,ancillary concepts,Not Defined,Nucleus interfascicularis hypoglossi,NA,http://braininfo.org/centraldirectory.aspx?ID=1515,refers to a group of nerve cells in the medulla  ( Crosby-1962 ).,,
1516,a,646,6,ancillary concepts,Not Defined,Rathke's pouch,NA,http://braininfo.org/centraldirectory.aspx?ID=1516,refers to the embryonic precursor of the adenohypophysis  ( Crosby-1962 ).,,
1517,a,647,6,ancillary concepts,Not Defined,infundibular stalk (Crosby),NA,http://braininfo.org/centraldirectory.aspx?ID=1517,refers to the infundibular stem and the tuberal part of the hypophysis  ( Crosby-1962 ).,,
1518,a,650,6,ancillary concepts,Not Defined,infundibular process (Crosby),NA,http://braininfo.org/centraldirectory.aspx?ID=1518,"refers to the embryonic structure that develops into the pars nervosa of hypophysis, the infundibular stem and the median eminence  ( Crosby-1962 ).",,
1519,a,652,6,ancillary concepts,Not Defined,Nucleus lateralis pars caudalis of midbrain,NA,http://braininfo.org/centraldirectory.aspx?ID=1519,refers to a group of cells in the midbrain tegmentum; it is located ventral and caudal to the red nucleus  ( Crosby-1962 ).,,
1520,a,655,6,ancillary concepts,Not Defined,transverse temporal gyrus,NA,http://braininfo.org/centraldirectory.aspx?ID=1520,"refers to one of two or three short oblique convolutions in the inferior wall of the lateral fissure in the human ( Duvernoy-1992 ). Identified by dissection, it is part of the superior temporal gyrus located rostral to the planum temporale. Most people have two such convolutions, the anterior transverse temporal gyrus and the posterior transverse temporal gyrus ( Carpenter-1983 ). Transverse temporal gyri are not seen in the macaque or in the smooth cerebral cortex of the rat or mouse ( NeuroNames ). ",,
